NET,PDUT,TDUT,CON1_Name,CON1_X,CON1_Y,CON1_Type,CON2_Name,CON2_X,CON2_Y,CON2_Type,CON3_Name,CON3_X,CON3_Y,CON3_Type,Layer,TPD_M2N,TPD_M2N_NRM,TPD_M2N_STD,TSM_M2N,TSM_FFI,TSM_DIFF,TSM_DIFF_NRM,TSM_DIFF_STD,TSM_M2N_NRM,TSM_M2N_STD,EMPTY,LESS
1_SA9_S2_b_19,256,824,LGA14_2.D14,-126.1490 ,-206.8134 ,THROUGH,L256_DQ0.1,-92.5100 ,-114.0000 ,THROUGH,L256.DQ0_WT,-80.7100 ,-83.0000 ,BOTTOM,TOP-BOTTOM,2.379 ,0.32 ,-0.77 ,8.24 ,8.24 ,0.00 ,0.00 ,-1.10 ,0.64 ,0.13 ,,
1_SA10_S1_b_49,257,920,LGA15_4.B10,-166.9603 ,-181.2426 ,THROUGH,L257_DQ0.1,-93.5100 ,-94.0000 ,THROUGH,L257.DQ0_WT,-80.7100 ,-88.0000 ,BOTTOM,TOP-BOTTOM,2.416 ,0.45 ,0.08 ,8.26 ,8.22 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.32 ,,
1_SA10_S1_b_43,258,918,LGA15_3.B30,-146.7557 ,-167.5945 ,THROUGH,L258_DQ0.1,-93.5100 ,-96.0000 ,THROUGH,L258.DQ0_WT,-80.7100 ,-93.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.40 ,8.20 ,0.20 ,0.31 ,1.70 ,0.69 ,1.65 ,,
1_SA10_S1_b_35,259,914,LGA15_3.B14,-159.4199 ,-182.4224 ,THROUGH,L259_DQ0.1,-93.5100 ,-98.0000 ,THROUGH,L259.DQ0_WT,-80.7100 ,-98.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.22 ,8.14 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.06 ,,
1_SA10_S1_b_41,260,916,LGA15_3.B26,-149.3535 ,-170.6361 ,THROUGH,L260_DQ0.1,-91.5100 ,-108.0000 ,THROUGH,L260.DQ0_WT,-80.7100 ,-103.0000 ,BOTTOM,TOP-BOTTOM,2.389 ,0.35 ,-0.54 ,8.18 ,8.08 ,0.10 ,0.16 ,0.30 ,0.62 ,-0.44 ,,
1_SA9_S1_a_3,261,787,LGA14_1.A13,-116.4397 ,-213.9361 ,THROUGH,L261_DQ0.1,-88.5100 ,-108.0000 ,THROUGH,L261.DQ0_WT,-87.5100 ,-109.0000 ,BOTTOM,TOP-BOTTOM,2.363 ,0.26 ,-1.13 ,8.10 ,8.06 ,0.04 ,0.06 ,-0.54 ,0.60 ,-1.20 ,,
1_SA9_S1_a_11,262,791,LGA14_1.A29,-106.2510 ,-197.3096 ,THROUGH,L262_DQ0.1,-91.5100 ,-114.0000 ,THROUGH,L262.DQ0_WT,-87.5100 ,-114.0000 ,BOTTOM,TOP-BOTTOM,2.360 ,0.25 ,-1.20 ,0.00 ,0.00 ,,,,,,,
2_SA2_S4_a_49,263,1227,LGA27_4.C09,-120.4483 ,216.1709 ,THROUGH,L263_DQ0.1,-85.0000 ,132.0000 ,THROUGH,L263.DQ0_WT,-80.7100 ,123.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.26 ,8.10 ,0.16 ,0.25 ,1.14 ,0.64 ,0.32 ,,
2_SA2_S4_a_43,264,1225,LGA27_3.C29,-113.7117 ,192.7376 ,THROUGH,L264_DQ0.1,-85.0000 ,130.0000 ,THROUGH,L264.DQ0_WT,-80.7100 ,118.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.28 ,8.14 ,0.14 ,0.22 ,0.86 ,0.65 ,0.51 ,,
2_SA2_S4_a_33,265,1219,LGA27_3.C09,-125.9904 ,212.7747 ,THROUGH,L265_DQ0.1,-85.0000 ,129.0000 ,THROUGH,L265.DQ0_WT,-80.7100 ,113.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.14 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
2_SA2_S4_b_41,266,1224,LGA27_3.D26,-113.3607 ,196.4712 ,THROUGH,L266_DQ0.1,-85.0000 ,131.0000 ,THROUGH,L266.DQ0_WT,-80.7100 ,107.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.42 ,8.14 ,0.28 ,0.44 ,2.82 ,0.69 ,1.84 ,,
2_SA2_S4_b_35,267,1222,LGA27_3.D14,-121.4594 ,209.6871 ,THROUGH,L267_DQ0.1,-91.7100 ,99.0000 ,THROUGH,L267.DQ0_WT,-80.7100 ,102.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.32 ,8.14 ,0.18 ,0.28 ,1.42 ,0.66 ,0.89 ,,
2_SA2_S4_b_33,268,1220,LGA27_3.D10,-123.5494 ,213.0977 ,THROUGH,L268_DQ0.1,-91.7100 ,98.0000 ,THROUGH,L268.DQ0_WT,-80.7100 ,97.0000 ,BOTTOM,TOP-BOTTOM,2.386 ,0.34 ,-0.61 ,8.32 ,8.10 ,0.22 ,0.34 ,1.98 ,0.66 ,0.89 ,,
2_SA2_S3_b_57,269,1204,LGA27_4.B26,-110.5897 ,198.1693 ,THROUGH,L269_DQ0.1,-91.7100 ,97.0000 ,THROUGH,L269.DQ0_WT,-80.7100 ,92.0000 ,BOTTOM,TOP-BOTTOM,2.448 ,0.56 ,0.81 ,8.28 ,8.18 ,0.10 ,0.16 ,0.30 ,0.65 ,0.51 ,,
2_SA2_S3_b_49,270,1200,LGA27_4.B10,-120.7784 ,214.7958 ,THROUGH,L270_DQ0.1,-91.7100 ,96.0000 ,THROUGH,L270.DQ0_WT,-80.7100 ,87.0000 ,BOTTOM,TOP-BOTTOM,2.442 ,0.54 ,0.68 ,8.48 ,8.22 ,0.26 ,0.41 ,2.54 ,0.71 ,2.41 ,,
2_SA2_S3_b_43,271,1198,LGA27_3.B30,-114.0418 ,191.3625 ,THROUGH,L271_DQ0.1,-91.7100 ,95.0000 ,THROUGH,L271.DQ0_WT,-80.7100 ,82.0000 ,BOTTOM,TOP-BOTTOM,2.471 ,0.64 ,1.34 ,8.38 ,8.22 ,0.16 ,0.25 ,1.14 ,0.68 ,1.46 ,,
2_SA2_S3_b_41,272,1196,LGA27_3.B26,-116.1318 ,194.7731 ,THROUGH,L272_DQ0.1,-91.7100 ,94.0000 ,THROUGH,L272.DQ0_WT,-80.7100 ,77.0000 ,BOTTOM,TOP-BOTTOM,2.399 ,0.39 ,-0.31 ,8.28 ,8.14 ,0.14 ,0.22 ,0.86 ,0.65 ,0.51 ,,
2_SA1_S4_a_57,273,1119,LGA26_4.C25,-140.1176 ,179.8393 ,THROUGH,L273_DQ0.1,-94.7100 ,98.0000 ,THROUGH,L273.DQ0_WT,-80.7100 ,71.0000 ,BOTTOM,TOP-BOTTOM,2.497 ,0.73 ,1.94 ,8.26 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.32 ,,
2_SA1_S4_a_51,274,1117,LGA26_4.C13,-150.1841 ,191.6256 ,THROUGH,L274_DQ0.1,-94.7100 ,97.0000 ,THROUGH,L274.DQ0_WT,-80.7100 ,66.0000 ,BOTTOM,TOP-BOTTOM,2.490 ,0.71 ,1.78 ,8.28 ,8.14 ,0.14 ,0.22 ,0.86 ,0.65 ,0.51 ,,
2_SA1_S4_a_49,275,1115,LGA26_4.C09,-152.7819 ,194.6672 ,THROUGH,L275_DQ0.1,-94.7100 ,96.0000 ,THROUGH,L275.DQ0_WT,-80.7100 ,61.0000 ,BOTTOM,TOP-BOTTOM,2.527 ,0.84 ,2.62 ,8.28 ,8.12 ,0.16 ,0.25 ,1.14 ,0.65 ,0.51 ,,
2_SA1_S4_a_43,276,1113,LGA26_3.C29,-142.4624 ,172.5763 ,THROUGH,L276_DQ0.1,-94.7100 ,95.0000 ,THROUGH,L276.DQ0_WT,-80.7100 ,56.0000 ,BOTTOM,TOP-BOTTOM,2.497 ,0.73 ,1.94 ,8.32 ,8.18 ,0.14 ,0.22 ,0.86 ,0.66 ,0.89 ,,
2_SA2_S3_a_33,277,1191,LGA27_3.A09,-128.7615 ,211.0766 ,THROUGH,L277_DQ0.1,-78.7100 ,72.0000 ,THROUGH,L277.DQ0_WT,-80.7100 ,51.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.22 ,8.20 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
2_SA2_S3_a_41,278,1195,LGA27_3.A25,-118.5727 ,194.4501 ,THROUGH,L278_DQ0.1,-79.7100 ,72.0000 ,THROUGH,L278.DQ0_WT,-80.7100 ,46.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.30 ,8.12 ,0.18 ,0.28 ,1.42 ,0.66 ,0.70 ,,
2_SA2_S3_a_35,279,1193,LGA27_3.A13,-126.6715 ,207.6660 ,THROUGH,L279_DQ0.1,-88.5100 ,42.0000 ,THROUGH,L279.DQ0_WT,-87.5100 ,41.0000 ,BOTTOM,TOP-BOTTOM,2.389 ,0.35 ,-0.54 ,8.26 ,8.18 ,0.08 ,0.13 ,0.02 ,0.64 ,0.32 ,,
1_SA9_S3_b_25,280,854,LGA18_2.B26,-208.0546 ,-90.2380 ,THROUGH,L280_DQ0.1,-88.5100 ,36.0000 ,THROUGH,L280.DQ0_WT,-87.5100 ,35.0000 ,BOTTOM,TOP-BOTTOM,2.415 ,0.45 ,0.06 ,8.26 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.32 ,,
1_SA9_S3_b_17,281,850,LGA18_2.B10,-226.0703 ,-97.7003 ,THROUGH,L281_DQ0.1,-84.5100 ,30.0000 ,THROUGH,L281.DQ0_WT,-87.5100 ,30.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.22 ,8.10 ,0.12 ,0.19 ,0.58 ,0.63 ,-0.06 ,,
1_SA9_S3_b_19,282,852,LGA18_2.B14,-222.3748 ,-96.1696 ,THROUGH,L282_DQ0.1,-84.5100 ,25.0000 ,THROUGH,L282.DQ0_WT,-87.5100 ,25.0000 ,BOTTOM,TOP-BOTTOM,2.448 ,0.56 ,0.81 ,8.22 ,8.14 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.06 ,,
1_SA9_S3_b_1,283,842,LGA18_1.B10,-223.5828 ,-103.7056 ,THROUGH,L283_DQ0.1,-80.7100 ,21.0000 ,THROUGH,L283.DQ0_WT,-80.7100 ,20.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.24 ,8.20 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.13 ,,
1_SA9_S3_b_3,284,844,LGA18_1.B14,-219.8873 ,-102.1749 ,THROUGH,L284_DQ0.1,-79.7100 ,21.0000 ,THROUGH,L284.DQ0_WT,-80.7100 ,15.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.16 ,8.10 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.63 ,,
1_SA9_S3_b_9,285,846,LGA18_1.B26,-205.5671 ,-96.2433 ,THROUGH,L285_DQ0.1,-77.7100 ,0.0000 ,THROUGH,L285.DQ0_WT,-80.7100 ,10.0000 ,BOTTOM,TOP-BOTTOM,2.432 ,0.51 ,0.45 ,8.16 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
1_SA9_S3_b_11,286,848,LGA18_1.B30,-201.8716 ,-94.7126 ,THROUGH,L286_DQ0.1,-78.7100 ,0.0000 ,THROUGH,L286.DQ0_WT,-80.7100 ,5.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
1_SA7_S4_a_25,287,657,LGA16_2.C25,-171.3965 ,-150.0029 ,THROUGH,L287_DQ0.1,-79.7100 ,0.0000 ,THROUGH,L287.DQ0_WT,-80.7100 ,-1.0000 ,BOTTOM,TOP-BOTTOM,2.441 ,0.54 ,0.65 ,8.26 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.32 ,,
1_SA7_S4_a_17,288,653,LGA16_2.C09,-186.2244 ,-162.6672 ,THROUGH,L288_DQ0.1,-84.7100 ,-22.0000 ,THROUGH,L288.DQ0_WT,-80.7100 ,-6.0000 ,BOTTOM,TOP-BOTTOM,2.493 ,0.72 ,1.84 ,8.20 ,8.10 ,0.10 ,0.16 ,0.30 ,0.63 ,-0.25 ,,
1_SA7_S4_a_19,289,655,LGA16_2.C13,-183.1828 ,-160.0694 ,THROUGH,L289_DQ0.1,-84.7100 ,-23.0000 ,THROUGH,L289.DQ0_WT,-80.7100 ,-11.0000 ,BOTTOM,TOP-BOTTOM,2.464 ,0.62 ,1.18 ,8.18 ,8.10 ,0.08 ,0.13 ,0.02 ,0.62 ,-0.44 ,,
1_SA7_S4_a_1,290,645,LGA16_1.C09,-182.0029 ,-167.6099 ,THROUGH,L290_DQ0.1,-83.7100 ,-22.0000 ,THROUGH,L290.DQ0_WT,-80.7100 ,-16.0000 ,BOTTOM,TOP-BOTTOM,2.461 ,0.61 ,1.11 ,8.36 ,8.20 ,0.16 ,0.25 ,1.14 ,0.67 ,1.27 ,,
1_SA7_S4_a_3,291,647,LGA16_1.C13,-178.9613 ,-165.0121 ,THROUGH,L291_DQ0.1,-84.5100 ,-24.0000 ,THROUGH,L291.DQ0_WT,-87.5100 ,-21.0000 ,BOTTOM,TOP-BOTTOM,2.451 ,0.57 ,0.88 ,8.20 ,8.22 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
1_SA7_S4_a_9,292,649,LGA16_1.C25,-167.1750 ,-154.9456 ,THROUGH,L292_DQ0.1,-90.5100 ,-36.0000 ,THROUGH,L292.DQ0_WT,-87.5100 ,-26.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.24 ,8.12 ,0.12 ,0.19 ,0.58 ,0.64 ,0.13 ,,
1_SA7_S4_a_11,293,651,LGA16_1.C29,-164.1334 ,-152.3478 ,THROUGH,L293_DQ0.1,-89.5100 ,-36.0000 ,THROUGH,L293.DQ0_WT,-87.5100 ,-31.0000 ,BOTTOM,TOP-BOTTOM,2.470 ,0.64 ,1.32 ,8.14 ,8.04 ,0.10 ,0.16 ,0.30 ,0.61 ,-0.82 ,,
1_SA10_S2_b_33,294,940,LGA15_3.D10,-164.4890 ,-183.3533 ,THROUGH,L294_DQ0.1,-88.5100 ,-36.0000 ,THROUGH,L294.DQ0_WT,-87.5100 ,-37.0000 ,BOTTOM,TOP-BOTTOM,2.444 ,0.55 ,0.72 ,8.18 ,8.12 ,0.06 ,0.09 ,-0.26 ,0.62 ,-0.44 ,,
1_SA10_S2_b_51,295,950,LGA15_4.D14,-166.8339 ,-176.0903 ,THROUGH,L295_DQ0.1,-79.7100 ,-41.0000 ,THROUGH,L295.DQ0_WT,-80.7100 ,-42.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.24 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.13 ,,
1_SA10_S2_b_57,296,952,LGA15_4.D26,-156.7674 ,-164.3040 ,THROUGH,L296_DQ0.1,-92.5100 ,-88.0000 ,THROUGH,L296.DQ0_WT,-80.7100 ,-47.0000 ,BOTTOM,TOP-BOTTOM,2.386 ,0.34 ,-0.61 ,8.06 ,8.12 ,0.06 ,0.09 ,-0.26 ,0.58 ,-1.58 ,,
1_SA10_S2_b_49,297,948,LGA15_4.D10,-169.4316 ,-179.1319 ,THROUGH,L297_DQ0.1,-92.5100 ,-90.0000 ,THROUGH,L297.DQ0_WT,-80.7100 ,-52.0000 ,BOTTOM,TOP-BOTTOM,2.426 ,0.48 ,0.31 ,8.26 ,8.16 ,0.10 ,0.16 ,0.30 ,0.64 ,0.32 ,,
1_SA10_S2_b_43,298,946,LGA15_3.D30,-149.2270 ,-165.4838 ,THROUGH,L298_DQ0.1,-91.5100 ,-90.0000 ,THROUGH,L298.DQ0_WT,-80.7100 ,-57.0000 ,BOTTOM,TOP-BOTTOM,2.434 ,0.51 ,0.49 ,8.10 ,8.12 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.20 ,,
1_SA10_S2_b_35,299,942,LGA15_3.D14,-161.8913 ,-180.3117 ,THROUGH,L299_DQ0.1,-91.5100 ,-92.0000 ,THROUGH,L299.DQ0_WT,-80.7100 ,-62.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.10 ,8.10 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.20 ,,
1_SA10_S2_b_41,300,944,LGA15_3.D26,-151.8248 ,-168.5254 ,THROUGH,L300_DQ0.1,-91.5100 ,-94.0000 ,THROUGH,L300.DQ0_WT,-80.7100 ,-67.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.30 ,8.14 ,0.16 ,0.25 ,1.14 ,0.66 ,0.70 ,,
1_SA9_S2_b_33,301,828,LGA14_3.D10,-133.7812 ,-206.8276 ,THROUGH,L301_DQ0.1,-92.5100 ,-102.0000 ,THROUGH,L301.DQ0_WT,-80.7100 ,-73.0000 ,BOTTOM,TOP-BOTTOM,2.395 ,0.37 ,-0.40 ,8.14 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
1_SA9_S2_b_51,302,838,LGA14_4.D14,-137.2333 ,-200.0209 ,THROUGH,L302_DQ0.1,-93.5100 ,-114.0000 ,THROUGH,L302.DQ0_WT,-80.7100 ,-78.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.22 ,8.08 ,0.14 ,0.22 ,0.86 ,0.63 ,-0.06 ,,
1_SA9_S2_b_57,303,840,LGA14_4.D26,-129.1345 ,-186.8049 ,THROUGH,L303_DQ0.1,-83.7100 ,-126.0000 ,THROUGH,L303.DQ0_WT,-73.7100 ,-83.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.22 ,8.20 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
1_SA9_S2_b_3,305,816,LGA14_1.D14,-120.6068 ,-210.2097 ,THROUGH,L305_DQ0.1,-82.7100 ,-126.0000 ,THROUGH,L305.DQ0_WT,-73.7100 ,-93.0000 ,BOTTOM,TOP-BOTTOM,2.392 ,0.36 ,-0.47 ,8.16 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
1_SA9_S2_b_9,306,818,LGA14_1.D26,-112.5080 ,-196.9937 ,THROUGH,L306_DQ0.1,-78.7100 ,-108.0000 ,THROUGH,L306.DQ0_WT,-73.7100 ,-98.0000 ,BOTTOM,TOP-BOTTOM,2.330 ,0.14 ,-1.89 ,8.12 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.60 ,-1.01 ,,
1_SA9_S2_b_11,307,820,LGA14_1.D30,-110.4180 ,-193.5832 ,THROUGH,L307_DQ0.1,-75.7100 ,-108.0000 ,THROUGH,L307.DQ0_WT,-73.7100 ,-103.0000 ,BOTTOM,TOP-BOTTOM,2.325 ,0.13 ,-2.00 ,8.18 ,8.22 ,0.04 ,0.06 ,-0.54 ,0.62 ,-0.44 ,,
1_SA8_S2_a_3,308,703,LGA13_1.C13,-84.5418 ,-228.2736 ,THROUGH,L308_DQ0.1,-79.7100 ,-108.0000 ,THROUGH,L308.DQ0_WT,-80.7100 ,-109.0000 ,BOTTOM,TOP-BOTTOM,2.392 ,0.36 ,-0.47 ,8.14 ,8.14 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.82 ,,
1_SA8_S2_a_17,309,709,LGA13_2.C09,-92.0778 ,-229.4816 ,THROUGH,L309_DQ0.1,-78.7100 ,-124.0000 ,THROUGH,L309.DQ0_WT,-80.7100 ,-114.0000 ,BOTTOM,TOP-BOTTOM,2.395 ,0.37 ,-0.40 ,8.12 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.01 ,,
1_SA8_S2_a_19,310,711,LGA13_2.C13,-90.5471 ,-225.7861 ,THROUGH,L310_DQ0.1,-79.7100 ,-124.0000 ,THROUGH,L310.DQ0_WT,-80.7100 ,-119.0000 ,BOTTOM,TOP-BOTTOM,2.409 ,0.42 ,-0.08 ,8.16 ,8.10 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.63 ,,
2_SA3_S3_b_11,312,1296,LGA28_1.B30,-94.7126 ,201.8716 ,THROUGH,L312_DQ0.1,-77.7100 ,126.0000 ,THROUGH,L312.DQ0_WT,-73.7100 ,123.0000 ,BOTTOM,TOP-BOTTOM,2.399 ,0.39 ,-0.31 ,8.20 ,8.12 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.25 ,,
2_SA3_S3_b_9,313,1294,LGA28_1.B26,-96.2433 ,205.5671 ,THROUGH,L313_DQ0.1,-78.7100 ,125.0000 ,THROUGH,L313.DQ0_WT,-73.7100 ,118.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.28 ,8.16 ,0.12 ,0.19 ,0.58 ,0.65 ,0.51 ,,
2_SA3_S3_b_3,314,1292,LGA28_1.B14,-102.1749 ,219.8873 ,THROUGH,L314_DQ0.1,-78.7100 ,126.0000 ,THROUGH,L314.DQ0_WT,-73.7100 ,113.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.26 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.32 ,,
2_SA3_S4_b_3,316,1320,LGA28_1.D14,-99.1723 ,221.1310 ,THROUGH,L316_DQ0.1,-72.7100 ,105.0000 ,THROUGH,L316.DQ0_WT,-73.7100 ,102.0000 ,BOTTOM,TOP-BOTTOM,2.373 ,0.30 ,-0.90 ,8.18 ,8.20 ,0.02 ,0.03 ,-0.82 ,0.62 ,-0.44 ,,
2_SA3_S4_b_1,317,1318,LGA28_1.D10,-100.7030 ,224.8265 ,THROUGH,L317_DQ0.1,-74.7100 ,108.0000 ,THROUGH,L317.DQ0_WT,-73.7100 ,97.0000 ,BOTTOM,TOP-BOTTOM,2.399 ,0.39 ,-0.31 ,8.10 ,8.10 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.20 ,,
2_SA2_S4_b_9,318,1210,LGA27_1.D26,-124.4451 ,189.6787 ,THROUGH,L318_DQ0.1,-75.7100 ,108.0000 ,THROUGH,L318.DQ0_WT,-73.7100 ,92.0000 ,BOTTOM,TOP-BOTTOM,2.360 ,0.25 ,-1.20 ,8.24 ,8.16 ,0.08 ,0.13 ,0.02 ,0.64 ,0.13 ,,
2_SA2_S4_b_11,319,1212,LGA27_1.D30,-122.3551 ,186.2681 ,THROUGH,L319_DQ0.1,-76.7100 ,108.0000 ,THROUGH,L319.DQ0_WT,-73.7100 ,87.0000 ,BOTTOM,TOP-BOTTOM,2.364 ,0.27 ,-1.11 ,8.26 ,8.14 ,0.12 ,0.19 ,0.58 ,0.64 ,0.32 ,,
2_SA2_S4_b_17,321,1214,LGA27_2.D10,-129.0916 ,209.7014 ,THROUGH,L321_DQ0.1,-77.7100 ,108.0000 ,THROUGH,L321.DQ0_WT,-73.7100 ,77.0000 ,BOTTOM,TOP-BOTTOM,2.356 ,0.24 ,-1.29 ,8.18 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.62 ,-0.44 ,,
2_SA2_S3_a_19,322,1187,LGA27_2.A13,-132.2137 ,204.2697 ,THROUGH,L322_DQ0.1,-74.7100 ,72.0000 ,THROUGH,L322.DQ0_WT,-73.7100 ,71.0000 ,BOTTOM,TOP-BOTTOM,2.389 ,0.35 ,-0.54 ,8.18 ,8.14 ,0.04 ,0.06 ,-0.54 ,0.62 ,-0.44 ,,
2_SA2_S3_a_17,323,1185,LGA27_2.A09,-134.3037 ,207.6803 ,THROUGH,L323_DQ0.1,-78.7100 ,108.0000 ,THROUGH,L323.DQ0_WT,-73.7100 ,66.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.14 ,8.08 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.82 ,,
2_SA2_S3_a_11,324,1183,LGA27_1.A29,-127.5671 ,184.2470 ,THROUGH,L324_DQ0.1,-79.7100 ,108.0000 ,THROUGH,L324.DQ0_WT,-73.7100 ,61.0000 ,BOTTOM,TOP-BOTTOM,2.396 ,0.38 ,-0.38 ,8.12 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.60 ,-1.01 ,,
2_SA2_S3_a_9,325,1181,LGA27_1.A25,-129.6571 ,187.6576 ,THROUGH,L325_DQ0.1,-75.7100 ,72.0000 ,THROUGH,L325.DQ0_WT,-73.7100 ,56.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.18 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.62 ,-0.44 ,,
2_SA3_S3_a_25,326,1301,LGA28_2.A25,-92.6994 ,208.1175 ,THROUGH,L326_DQ0.1,-76.7100 ,72.0000 ,THROUGH,L326.DQ0_WT,-73.7100 ,51.0000 ,BOTTOM,TOP-BOTTOM,2.390 ,0.36 ,-0.51 ,8.08 ,8.18 ,0.10 ,0.16 ,0.30 ,0.59 ,-1.39 ,,
2_SA3_S3_a_3,327,1291,LGA28_1.A13,-104.6363 ,219.9501 ,THROUGH,L327_DQ0.1,-77.7100 ,72.0000 ,THROUGH,L327.DQ0_WT,-73.7100 ,46.0000 ,BOTTOM,TOP-BOTTOM,2.367 ,0.28 ,-1.04 ,8.20 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
2_SA3_S3_a_1,328,1289,LGA28_1.A09,-106.1671 ,223.6456 ,THROUGH,L328_DQ0.1,-60.9100 ,42.0000 ,THROUGH,L328.DQ0_WT,-59.9100 ,41.0000 ,BOTTOM,TOP-BOTTOM,2.406 ,0.41 ,-0.15 ,8.22 ,8.14 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.06 ,,
1_SA9_S3_b_33,329,856,LGA18_3.B10,-228.5577 ,-91.6951 ,THROUGH,L329_DQ0.1,-60.9100 ,36.0000 ,THROUGH,L329.DQ0_WT,-59.9100 ,35.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.22 ,8.10 ,0.12 ,0.19 ,0.58 ,0.63 ,-0.06 ,,
1_SA9_S3_b_51,330,866,LGA18_4.B14,-227.3496 ,-84.1592 ,THROUGH,L330_DQ0.1,-63.9100 ,30.0000 ,THROUGH,L330.DQ0_WT,-59.9100 ,30.0000 ,BOTTOM,TOP-BOTTOM,2.370 ,0.29 ,-0.97 ,8.16 ,8.10 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.63 ,,
1_SA9_S3_b_57,331,868,LGA18_4.B26,-213.0294 ,-78.2276 ,THROUGH,L331_DQ0.1,-63.9100 ,25.0000 ,THROUGH,L331.DQ0_WT,-59.9100 ,25.0000 ,BOTTOM,TOP-BOTTOM,2.390 ,0.36 ,-0.51 ,8.24 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.13 ,,
1_SA9_S3_b_35,334,858,LGA18_3.B14,-224.8622 ,-90.1644 ,THROUGH,L334_DQ0.1,-76.7100 ,0.0000 ,THROUGH,L334.DQ0_WT,-73.7100 ,10.0000 ,BOTTOM,TOP-BOTTOM,2.373 ,0.30 ,-0.90 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
