NET,PDUT,TDUT,CON1_Name,CON1_X,CON1_Y,CON1_Type,CON2_Name,CON2_X,CON2_Y,CON2_Type,CON3_Name,CON3_X,CON3_Y,CON3_Type,Layer,TPD_M2N,TPD_M2N_NRM,TPD_M2N_STD,TSM_M2N,TSM_FFI,TSM_DIFF,TSM_DIFF_NRM,TSM_DIFF_STD,TSM_M2N_NRM,TSM_M2N_STD,EMPTY,LESS
1_SA2_S1_a_49,1276,23,LGA07_4.A09,123.2193 ,-214.4728 ,THROUGH,L1276_DQ0.1,76.6900 ,-122.0000 ,THROUGH,L1276.DQ0_WT,66.8900 ,-103.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.24 ,8.20 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.13 ,,
1_SA2_S1_a_57,1277,27,LGA07_4.A25,113.0305 ,-197.8463 ,THROUGH,L1277_DQ0.1,65.8900 ,-108.0000 ,THROUGH,L1277.DQ0_WT,66.8900 ,-109.0000 ,BOTTOM,TOP-BOTTOM,2.376 ,0.31 ,-0.84 ,8.16 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
1_SA2_S1_a_51,1278,25,LGA07_4.A13,121.1293 ,-211.0622 ,THROUGH,L1278_DQ0.1,75.6900 ,-122.0000 ,THROUGH,L1278.DQ0_WT,66.8900 ,-114.0000 ,BOTTOM,TOP-BOTTOM,2.396 ,0.38 ,-0.38 ,8.30 ,8.20 ,0.10 ,0.16 ,0.30 ,0.66 ,0.70 ,,
1_SA2_S1_a_33,1279,15,LGA07_3.A09,128.7615 ,-211.0766 ,THROUGH,L1279_DQ0.1,74.6900 ,-123.0000 ,THROUGH,L1279.DQ0_WT,66.8900 ,-119.0000 ,BOTTOM,TOP-BOTTOM,2.389 ,0.35 ,-0.54 ,8.38 ,8.18 ,0.20 ,0.31 ,1.70 ,0.68 ,1.46 ,,
1_SA2_S1_b_41,1280,20,LGA07_3.B26,116.1318 ,-194.7731 ,THROUGH,L1280_DQ0.1,74.6900 ,-124.0000 ,THROUGH,L1280.DQ0_WT,66.8900 ,-124.0000 ,BOTTOM,TOP-BOTTOM,2.377 ,0.31 ,-0.81 ,8.22 ,8.20 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
2_SA7_S1_b_11,1283,1688,LGA35_1.B30,136.8704 ,176.0373 ,THROUGH,L1283_DQ0.1,88.4900 ,120.0000 ,THROUGH,L1283.DQ0_WT,80.6900 ,113.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.16 ,8.16 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.63 ,,
2_SA7_S1_a_1,1284,1681,LGA35_1.A09,151.0710 ,196.1285 ,THROUGH,L1284_DQ0.1,74.6900 ,108.0000 ,THROUGH,L1284.DQ0_WT,73.6900 ,107.0000 ,BOTTOM,TOP-BOTTOM,2.344 ,0.19 ,-1.57 ,8.10 ,8.18 ,0.08 ,0.13 ,0.02 ,0.60 ,-1.20 ,,
2_SA7_S1_a_3,1285,1683,LGA35_1.A13,148.4732 ,193.0869 ,THROUGH,L1285_DQ0.1,75.6900 ,108.0000 ,THROUGH,L1285.DQ0_WT,73.6900 ,102.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.14 ,8.12 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
2_SA7_S1_a_25,1286,1693,LGA35_2.A25,143.3493 ,177.0792 ,THROUGH,L1286_DQ0.1,95.4900 ,118.5000 ,THROUGH,L1286.DQ0_WT,73.6900 ,97.0000 ,BOTTOM,TOP-BOTTOM,2.373 ,0.30 ,-0.90 ,8.10 ,8.10 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.20 ,,
2_SA7_S2_b_41,1287,1728,LGA35_3.D26,151.8248 ,168.5254 ,THROUGH,L1287_DQ0.1,91.4900 ,98.0000 ,THROUGH,L1287.DQ0_WT,73.6900 ,92.0000 ,BOTTOM,TOP-BOTTOM,2.406 ,0.41 ,-0.15 ,8.18 ,8.10 ,0.08 ,0.13 ,0.02 ,0.62 ,-0.44 ,,
2_SA7_S2_b_43,1288,1730,LGA35_3.D30,149.2270 ,165.4838 ,THROUGH,L1288_DQ0.1,93.4900 ,96.0000 ,THROUGH,L1288.DQ0_WT,80.6900 ,87.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.20 ,8.10 ,0.10 ,0.16 ,0.30 ,0.63 ,-0.25 ,,
2_SA7_S2_b_49,1289,1732,LGA35_4.D10,169.4316 ,179.1319 ,THROUGH,L1289_DQ0.1,93.4900 ,94.0000 ,THROUGH,L1289.DQ0_WT,80.6900 ,82.0000 ,BOTTOM,TOP-BOTTOM,2.468 ,0.63 ,1.27 ,8.14 ,8.14 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.82 ,,
2_SA7_S2_b_57,1290,1736,LGA35_4.D26,156.7674 ,164.3040 ,THROUGH,L1290_DQ0.1,93.4900 ,92.0000 ,THROUGH,L1290.DQ0_WT,80.6900 ,77.0000 ,BOTTOM,TOP-BOTTOM,2.431 ,0.50 ,0.42 ,8.16 ,8.08 ,0.08 ,0.13 ,0.02 ,0.61 ,-0.63 ,,
2_SA5_S3_a_1,1291,1513,LGA37_1.A09,204.2841 ,139.8459 ,THROUGH,L1291_DQ0.1,79.6900 ,72.0000 ,THROUGH,L1291.DQ0_WT,80.6900 ,71.0000 ,BOTTOM,TOP-BOTTOM,2.334 ,0.16 ,-1.80 ,8.24 ,8.22 ,0.02 ,0.03 ,-0.82 ,0.64 ,0.13 ,,
2_SA5_S3_a_3,1292,1515,LGA37_1.A13,200.8735 ,137.7559 ,THROUGH,L1292_DQ0.1,124.6900 ,94.5000 ,THROUGH,L1292.DQ0_WT,80.6900 ,66.0000 ,BOTTOM,TOP-BOTTOM,2.370 ,0.29 ,-0.97 ,8.20 ,8.14 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.25 ,,
2_SA5_S3_a_11,1293,1519,LGA37_1.A29,184.2470 ,127.5671 ,THROUGH,L1293_DQ0.1,76.6900 ,61.0000 ,THROUGH,L1293.DQ0_WT,80.6900 ,61.0000 ,BOTTOM,TOP-BOTTOM,2.373 ,0.30 ,-0.90 ,8.24 ,8.20 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.13 ,,
2_SA5_S3_a_9,1294,1517,LGA37_1.A25,187.6576 ,129.6571 ,THROUGH,L1294_DQ0.1,92.4900 ,72.0000 ,THROUGH,L1294.DQ0_WT,80.6900 ,56.0000 ,BOTTOM,TOP-BOTTOM,2.302 ,0.05 ,-2.53 ,8.12 ,8.04 ,0.08 ,0.13 ,0.02 ,0.60 ,-1.01 ,,
2_SA4_S4_b_19,1295,1440,LGA36_2.D14,183.8837 ,157.7090 ,THROUGH,L1295_DQ0.1,103.2900 ,72.0000 ,THROUGH,L1295.DQ0_WT,80.6900 ,51.0000 ,BOTTOM,TOP-BOTTOM,2.351 ,0.22 ,-1.41 ,8.16 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
2_SA4_S4_b_17,1296,1438,LGA36_2.D10,186.9253 ,160.3068 ,THROUGH,L1296_DQ0.1,80.6900 ,41.0000 ,THROUGH,L1296.DQ0_WT,80.6900 ,46.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.18 ,8.22 ,0.04 ,0.06 ,-0.54 ,0.62 ,-0.44 ,,
2_SA4_S4_b_25,1297,1442,LGA36_2.D26,172.0974 ,147.6426 ,THROUGH,L1297_DQ0.1,84.4900 ,41.0000 ,THROUGH,L1297.DQ0_WT,87.4900 ,41.0000 ,BOTTOM,TOP-BOTTOM,2.395 ,0.37 ,-0.40 ,8.30 ,8.20 ,0.10 ,0.16 ,0.30 ,0.66 ,0.70 ,,
2_SA6_S4_b_3,1298,1656,LGA38_1.D14,221.1310 ,99.1723 ,THROUGH,L1298_DQ0.1,84.4900 ,35.0000 ,THROUGH,L1298.DQ0_WT,87.4900 ,35.0000 ,BOTTOM,TOP-BOTTOM,2.429 ,0.49 ,0.38 ,8.26 ,8.16 ,0.10 ,0.16 ,0.30 ,0.64 ,0.32 ,,
2_SA6_S4_b_1,1299,1654,LGA38_1.D10,224.8265 ,100.7030 ,THROUGH,L1299_DQ0.1,84.4900 ,30.0000 ,THROUGH,L1299.DQ0_WT,87.4900 ,30.0000 ,BOTTOM,TOP-BOTTOM,2.458 ,0.60 ,1.04 ,8.38 ,8.16 ,0.22 ,0.34 ,1.98 ,0.68 ,1.46 ,,
2_SA6_S4_b_11,1300,1660,LGA38_1.D30,203.1154 ,91.7100 ,THROUGH,L1300_DQ0.1,84.4900 ,25.0000 ,THROUGH,L1300.DQ0_WT,87.4900 ,25.0000 ,BOTTOM,TOP-BOTTOM,2.490 ,0.71 ,1.78 ,8.38 ,8.16 ,0.22 ,0.34 ,1.98 ,0.68 ,1.46 ,,
2_SA6_S4_b_19,1302,1664,LGA38_2.D14,223.6185 ,93.1670 ,THROUGH,L1302_DQ0.1,74.6900 ,16.0000 ,THROUGH,L1302.DQ0_WT,73.6900 ,15.0000 ,BOTTOM,TOP-BOTTOM,2.438 ,0.53 ,0.58 ,8.24 ,8.16 ,0.08 ,0.13 ,0.02 ,0.64 ,0.13 ,,
2_SA6_S4_b_25,1304,1666,LGA38_2.D26,209.2984 ,87.2354 ,THROUGH,L1304_DQ0.1,80.6900 ,11.0000 ,THROUGH,L1304.DQ0_WT,80.6900 ,5.0000 ,BOTTOM,TOP-BOTTOM,2.445 ,0.55 ,0.75 ,8.24 ,8.14 ,0.10 ,0.16 ,0.30 ,0.64 ,0.13 ,,
1_SA3_S3_a_1,1305,169,LGA03_1.A09,233.2128 ,-83.0699 ,THROUGH,L1305_DQ0.1,79.6900 ,0.0000 ,THROUGH,L1305.DQ0_WT,80.6900 ,-1.0000 ,BOTTOM,TOP-BOTTOM,2.350 ,0.22 ,-1.43 ,8.12 ,8.06 ,0.06 ,0.09 ,-0.26 ,0.60 ,-1.01 ,,
1_SA3_S3_a_3,1306,171,LGA03_1.A13,229.5173 ,-81.5392 ,THROUGH,L1306_DQ0.1,80.6900 ,-16.0000 ,THROUGH,L1306.DQ0_WT,80.6900 ,-6.0000 ,BOTTOM,TOP-BOTTOM,2.354 ,0.23 ,-1.34 ,8.28 ,8.14 ,0.14 ,0.22 ,0.86 ,0.65 ,0.51 ,,
1_SA3_S3_a_9,1307,173,LGA03_1.A25,215.1972 ,-75.6076 ,THROUGH,L1307_DQ0.1,80.6900 ,-17.0000 ,THROUGH,L1307.DQ0_WT,80.6900 ,-11.0000 ,BOTTOM,TOP-BOTTOM,2.386 ,0.34 ,-0.61 ,8.36 ,8.16 ,0.20 ,0.31 ,1.70 ,0.67 ,1.27 ,,
1_SA3_S3_a_11,1308,175,LGA03_1.A29,211.5016 ,-74.0769 ,THROUGH,L1308_DQ0.1,77.6900 ,-20.0000 ,THROUGH,L1308.DQ0_WT,66.8900 ,-16.0000 ,BOTTOM,TOP-BOTTOM,2.458 ,0.60 ,1.04 ,8.32 ,8.14 ,0.18 ,0.28 ,1.42 ,0.66 ,0.89 ,,
1_SA3_S3_a_17,1309,177,LGA03_2.A09,230.7253 ,-89.0752 ,THROUGH,L1309_DQ0.1,77.6900 ,-19.0000 ,THROUGH,L1309.DQ0_WT,73.6900 ,-11.0000 ,BOTTOM,TOP-BOTTOM,2.408 ,0.42 ,-0.10 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
1_SA4_S4_b_35,1312,326,LGA04_3.D14,203.4171 ,-131.6912 ,THROUGH,L1312_DQ0.1,72.6900 ,-49.0000 ,THROUGH,L1312.DQ0_WT,73.6900 ,-47.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.16 ,8.16 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.63 ,,
1_SA4_S4_b_41,1313,328,LGA04_3.D26,190.2011 ,-123.5924 ,THROUGH,L1313_DQ0.1,65.8900 ,-41.0000 ,THROUGH,L1313.DQ0_WT,66.8900 ,-42.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.32 ,8.16 ,0.16 ,0.25 ,1.14 ,0.66 ,0.89 ,,
1_SA4_S4_b_43,1314,330,LGA04_3.D30,186.7906 ,-121.5024 ,THROUGH,L1314_DQ0.1,67.8900 ,-49.0000 ,THROUGH,L1314.DQ0_WT,66.8900 ,-47.0000 ,BOTTOM,TOP-BOTTOM,2.418 ,0.46 ,0.13 ,8.26 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.32 ,,
1_SA4_S4_b_49,1315,332,LGA04_4.D10,203.4314 ,-139.3233 ,THROUGH,L1315_DQ0.1,71.6900 ,-49.0000 ,THROUGH,L1315.DQ0_WT,73.6900 ,-52.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.28 ,8.20 ,0.08 ,0.13 ,0.02 ,0.65 ,0.51 ,,
1_SA4_S4_b_57,1316,336,LGA04_4.D26,186.8049 ,-129.1345 ,THROUGH,L1316_DQ0.1,83.5900 ,-57.0000 ,THROUGH,L1316.DQ0_WT,80.6900 ,-57.0000 ,BOTTOM,TOP-BOTTOM,2.421 ,0.47 ,0.20 ,8.30 ,8.20 ,0.10 ,0.16 ,0.30 ,0.66 ,0.70 ,,
1_SA4_S4_b_51,1317,334,LGA04_4.D14,200.0209 ,-137.2333 ,THROUGH,L1317_DQ0.1,131.9900 ,-89.4500 ,THROUGH,L1317.DQ0_WT,80.6900 ,-62.0000 ,BOTTOM,TOP-BOTTOM,2.452 ,0.58 ,0.91 ,8.18 ,8.14 ,0.04 ,0.06 ,-0.54 ,0.62 ,-0.44 ,,
1_SA4_S4_b_33,1318,324,LGA04_3.D10,206.8276 ,-133.7812 ,THROUGH,L1318_DQ0.1,78.6900 ,-72.0000 ,THROUGH,L1318.DQ0_WT,80.6900 ,-67.0000 ,BOTTOM,TOP-BOTTOM,2.396 ,0.38 ,-0.38 ,8.26 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.32 ,,
1_SA6_S3_b_25,1319,518,LGA06_2.B26,150.1139 ,-169.9867 ,THROUGH,L1319_DQ0.1,79.6900 ,-72.0000 ,THROUGH,L1319.DQ0_WT,80.6900 ,-73.0000 ,BOTTOM,TOP-BOTTOM,2.403 ,0.40 ,-0.22 ,8.10 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.60 ,-1.20 ,,
1_SA6_S3_b_19,1320,516,LGA06_2.B14,160.1803 ,-181.7729 ,THROUGH,L1320_DQ0.1,91.4900 ,-96.0000 ,THROUGH,L1320.DQ0_WT,80.6900 ,-78.0000 ,BOTTOM,TOP-BOTTOM,2.445 ,0.55 ,0.75 ,8.20 ,8.10 ,0.10 ,0.16 ,0.30 ,0.63 ,-0.25 ,,
1_SA6_S3_b_9,1321,510,LGA06_1.B26,155.0566 ,-165.7652 ,THROUGH,L1321_DQ0.1,91.4900 ,-98.0000 ,THROUGH,L1321.DQ0_WT,80.6900 ,-83.0000 ,BOTTOM,TOP-BOTTOM,2.451 ,0.57 ,0.88 ,8.34 ,8.16 ,0.18 ,0.28 ,1.42 ,0.67 ,1.08 ,,
1_SA2_S1_a_1,1322,1,LGA07_1.A09,139.8459 ,-204.2841 ,THROUGH,L1322_DQ0.1,89.4900 ,-108.0000 ,THROUGH,L1322.DQ0_WT,80.6900 ,-88.0000 ,BOTTOM,TOP-BOTTOM,2.383 ,0.33 ,-0.68 ,8.16 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
1_SA2_S1_a_3,1323,3,LGA07_1.A13,137.7559 ,-200.8735 ,THROUGH,L1323_DQ0.1,76.6900 ,-108.0000 ,THROUGH,L1323.DQ0_WT,73.6900 ,-93.0000 ,BOTTOM,TOP-BOTTOM,2.392 ,0.36 ,-0.47 ,8.22 ,8.14 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.06 ,,
1_SA2_S1_a_9,1324,5,LGA07_1.A25,129.6571 ,-187.6576 ,THROUGH,L1324_DQ0.1,75.6900 ,-108.0000 ,THROUGH,L1324.DQ0_WT,73.6900 ,-98.0000 ,BOTTOM,TOP-BOTTOM,2.405 ,0.41 ,-0.17 ,8.20 ,8.10 ,0.10 ,0.16 ,0.30 ,0.63 ,-0.25 ,,
1_SA2_S1_a_11,1325,7,LGA07_1.A29,127.5671 ,-184.2470 ,THROUGH,L1325_DQ0.1,74.6900 ,-108.0000 ,THROUGH,L1325.DQ0_WT,73.6900 ,-103.0000 ,BOTTOM,TOP-BOTTOM,2.363 ,0.26 ,-1.13 ,8.16 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
1_SA2_S1_a_17,1326,9,LGA07_2.A09,134.3037 ,-207.6803 ,THROUGH,L1326_DQ0.1,80.6900 ,-108.0000 ,THROUGH,L1326.DQ0_WT,80.6900 ,-109.0000 ,BOTTOM,TOP-BOTTOM,2.370 ,0.29 ,-0.97 ,8.16 ,8.08 ,0.08 ,0.13 ,0.02 ,0.61 ,-0.63 ,,
1_SA2_S1_a_19,1327,11,LGA07_2.A13,132.2137 ,-204.2697 ,THROUGH,L1327_DQ0.1,81.6900 ,-124.0000 ,THROUGH,L1327.DQ0_WT,80.6900 ,-114.0000 ,BOTTOM,TOP-BOTTOM,2.376 ,0.31 ,-0.84 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
1_SA2_S1_a_25,1328,13,LGA07_2.A25,124.1149 ,-191.0538 ,THROUGH,L1328_DQ0.1,80.6900 ,-124.0000 ,THROUGH,L1328.DQ0_WT,80.6900 ,-119.0000 ,BOTTOM,TOP-BOTTOM,2.377 ,0.31 ,-0.81 ,8.22 ,8.12 ,0.10 ,0.16 ,0.30 ,0.63 ,-0.06 ,,
2_SA7_S1_b_43,1329,1702,LGA35_3.B30,146.7557 ,167.5945 ,THROUGH,L1329_DQ0.1,89.4900 ,120.0000 ,THROUGH,L1329.DQ0_WT,87.4900 ,118.0000 ,BOTTOM,TOP-BOTTOM,2.396 ,0.38 ,-0.38 ,8.36 ,8.20 ,0.16 ,0.25 ,1.14 ,0.67 ,1.27 ,,
2_SA7_S1_b_49,1330,1704,LGA35_4.B10,166.9603 ,181.2426 ,THROUGH,L1330_DQ0.1,89.4900 ,119.0000 ,THROUGH,L1330.DQ0_WT,87.4900 ,113.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.20 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
2_SA7_S1_a_35,1331,1697,LGA35_3.A13,158.3585 ,184.6441 ,THROUGH,L1331_DQ0.1,79.6900 ,108.0000 ,THROUGH,L1331.DQ0_WT,80.6900 ,107.0000 ,BOTTOM,TOP-BOTTOM,2.379 ,0.32 ,-0.77 ,8.08 ,8.16 ,0.08 ,0.13 ,0.02 ,0.59 ,-1.39 ,,
2_SA7_S1_a_41,1332,1699,LGA35_3.A25,148.2920 ,172.8578 ,THROUGH,L1332_DQ0.1,88.4900 ,119.0000 ,THROUGH,L1332.DQ0_WT,80.6900 ,102.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.16 ,8.16 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.63 ,,
2_SA7_S1_a_33,1333,1695,LGA35_3.A09,160.9563 ,187.6857 ,THROUGH,L1333_DQ0.1,90.4900 ,108.0000 ,THROUGH,L1333.DQ0_WT,80.6900 ,97.0000 ,BOTTOM,TOP-BOTTOM,2.405 ,0.41 ,-0.17 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
2_SA7_S2_b_3,1334,1712,LGA35_1.D14,152.0060 ,188.7545 ,THROUGH,L1334_DQ0.1,93.4900 ,98.0000 ,THROUGH,L1334.DQ0_WT,80.6900 ,92.0000 ,BOTTOM,TOP-BOTTOM,2.461 ,0.61 ,1.11 ,8.42 ,8.26 ,0.16 ,0.25 ,1.14 ,0.69 ,1.84 ,,
2_SA7_S2_b_11,1335,1716,LGA35_1.D30,139.3417 ,173.9266 ,THROUGH,L1335_DQ0.1,95.4900 ,96.0000 ,THROUGH,L1335.DQ0_WT,87.4900 ,87.0000 ,BOTTOM,TOP-BOTTOM,2.451 ,0.57 ,0.88 ,8.30 ,8.18 ,0.12 ,0.19 ,0.58 ,0.66 ,0.70 ,,
2_SA7_S2_b_19,1336,1720,LGA35_2.D14,156.9486 ,184.5331 ,THROUGH,L1336_DQ0.1,95.4900 ,94.0000 ,THROUGH,L1336.DQ0_WT,87.4900 ,82.0000 ,BOTTOM,TOP-BOTTOM,2.480 ,0.67 ,1.55 ,8.14 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
2_SA7_S2_b_25,1337,1722,LGA35_2.D26,146.8821 ,172.7468 ,THROUGH,L1337_DQ0.1,95.4900 ,92.0000 ,THROUGH,L1337.DQ0_WT,87.4900 ,77.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.16 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
2_SA5_S3_a_35,1338,1529,LGA37_3.A13,207.6660 ,126.6715 ,THROUGH,L1338_DQ0.1,88.4900 ,72.0000 ,THROUGH,L1338.DQ0_WT,87.4900 ,71.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.36 ,8.18 ,0.18 ,0.28 ,1.42 ,0.67 ,1.27 ,,
2_SA5_S3_a_41,1339,1531,LGA37_3.A25,194.4501 ,118.5727 ,THROUGH,L1339_DQ0.1,89.4900 ,72.0000 ,THROUGH,L1339.DQ0_WT,87.4900 ,66.0000 ,BOTTOM,TOP-BOTTOM,2.314 ,0.09 ,-2.26 ,8.30 ,8.20 ,0.10 ,0.16 ,0.30 ,0.66 ,0.70 ,,
2_SA5_S3_a_43,1340,1533,LGA37_3.A29,191.0395 ,116.4827 ,THROUGH,L1340_DQ0.1,90.4900 ,72.0000 ,THROUGH,L1340.DQ0_WT,87.4900 ,61.0000 ,BOTTOM,TOP-BOTTOM,2.318 ,0.10 ,-2.16 ,8.28 ,8.18 ,0.10 ,0.16 ,0.30 ,0.65 ,0.51 ,,
2_SA5_S3_a_49,1341,1535,LGA37_4.A09,214.4728 ,123.2194 ,THROUGH,L1341_DQ0.1,91.4900 ,72.0000 ,THROUGH,L1341.DQ0_WT,87.4900 ,56.0000 ,BOTTOM,TOP-BOTTOM,2.380 ,0.32 ,-0.74 ,8.20 ,8.14 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.25 ,,
2_SA4_S4_b_57,1342,1456,LGA36_4.D26,180.5402 ,137.7573 ,THROUGH,L1342_DQ0.1,104.2900 ,72.0000 ,THROUGH,L1342.DQ0_WT,87.4900 ,51.0000 ,BOTTOM,TOP-BOTTOM,2.338 ,0.17 ,-1.71 ,8.14 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
2_SA4_S4_b_51,1343,1454,LGA36_4.D14,192.3265 ,147.8237 ,THROUGH,L1343_DQ0.1,105.2900 ,72.0000 ,THROUGH,L1343.DQ0_WT,87.4900 ,46.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.30 ,8.18 ,0.12 ,0.19 ,0.58 ,0.66 ,0.70 ,,
2_SA4_S4_b_33,1344,1444,LGA36_3.D10,191.1467 ,155.3641 ,THROUGH,L1344_DQ0.1,134.4900 ,88.0000 ,THROUGH,L1344.DQ0_WT,94.4900 ,41.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.14 ,8.08 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.82 ,,
2_SA7_S3_a_35,1345,1753,LGA39_3.A13,236.6457 ,56.2994 ,THROUGH,L1345_DQ0.1,93.4900 ,36.0000 ,THROUGH,L1345.DQ0_WT,94.4900 ,35.0000 ,BOTTOM,TOP-BOTTOM,2.370 ,0.29 ,-0.97 ,8.16 ,8.16 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.63 ,,
2_SA7_S3_a_41,1346,1755,LGA39_3.A25,221.5740 ,52.6810 ,THROUGH,L1346_DQ0.1,84.4900 ,32.0000 ,THROUGH,L1346.DQ0_WT,94.4900 ,30.0000 ,BOTTOM,TOP-BOTTOM,2.444 ,0.55 ,0.72 ,8.26 ,8.18 ,0.08 ,0.13 ,0.02 ,0.64 ,0.32 ,,
2_SA7_S3_a_43,1347,1757,LGA39_3.A29,217.6845 ,51.7472 ,THROUGH,L1347_DQ0.1,84.4900 ,27.0000 ,THROUGH,L1347.DQ0_WT,94.4900 ,25.0000 ,BOTTOM,TOP-BOTTOM,2.428 ,0.49 ,0.36 ,8.22 ,8.14 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.06 ,,
2_SA7_S3_a_49,1348,1759,LGA39_4.A09,242.0526 ,50.9128 ,THROUGH,L1348_DQ0.1,84.4900 ,21.0000 ,THROUGH,L1348.DQ0_WT,87.4900 ,20.0000 ,BOTTOM,TOP-BOTTOM,2.477 ,0.66 ,1.48 ,8.32 ,8.16 ,0.16 ,0.25 ,1.14 ,0.66 ,0.89 ,,
2_SA7_S3_a_57,1349,1763,LGA39_4.A25,223.0914 ,46.3607 ,THROUGH,L1349_DQ0.1,84.4900 ,20.0000 ,THROUGH,L1349.DQ0_WT,87.4900 ,15.0000 ,BOTTOM,TOP-BOTTOM,2.445 ,0.55 ,0.75 ,8.42 ,8.18 ,0.24 ,0.38 ,2.26 ,0.69 ,1.84 ,,
2_SA7_S3_a_33,1351,1751,LGA39_3.A09,240.5352 ,57.2331 ,THROUGH,L1351_DQ0.1,81.4900 ,11.0000 ,THROUGH,L1351.DQ0_WT,87.4900 ,5.0000 ,BOTTOM,TOP-BOTTOM,2.399 ,0.39 ,-0.31 ,8.26 ,8.14 ,0.12 ,0.19 ,0.58 ,0.64 ,0.32 ,,
1_SA2_S4_b_35,1352,102,LGA02_3.D14,234.1560 ,-62.3864 ,THROUGH,L1352_DQ0.1,88.4900 ,0.0000 ,THROUGH,L1352.DQ0_WT,87.4900 ,-1.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.20 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
1_SA2_S4_b_41,1353,104,LGA02_3.D26,219.0842 ,-58.7680 ,THROUGH,L1353_DQ0.1,89.4900 ,0.0000 ,THROUGH,L1353.DQ0_WT,87.4900 ,-6.0000 ,BOTTOM,TOP-BOTTOM,2.360 ,0.25 ,-1.20 ,8.22 ,8.10 ,0.12 ,0.19 ,0.58 ,0.63 ,-0.06 ,,
1_SA2_S4_b_43,1354,106,LGA02_3.D30,215.1947 ,-57.8342 ,THROUGH,L1354_DQ0.1,149.5000 ,-36.0000 ,THROUGH,L1354.DQ0_WT,87.4900 ,-11.0000 ,BOTTOM,TOP-BOTTOM,2.513 ,0.79 ,2.30 ,8.14 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
1_SA2_S4_b_57,1356,112,LGA02_4.D26,217.5668 ,-65.0883 ,THROUGH,L1356_DQ0.1,149.5000 ,-38.0000 ,THROUGH,L1356.DQ0_WT,87.4900 ,-21.0000 ,BOTTOM,TOP-BOTTOM,2.496 ,0.73 ,1.91 ,8.24 ,8.22 ,0.02 ,0.03 ,-0.82 ,0.64 ,0.13 ,,
